Model,Time1,Time2,Status
pam,0.790999999997439,0.0131833333332906,success
partDSA,201.838000000018,3.36396666666697,success
pda,1.5789999999979,0.0263166666666317,success
pda2,1.612999999983,0.0268833333330501,success
plr,14.8619999999937,0.247699999999895,success
plsRglm,41.8209999999963,0.697016666666605,success
PRIM,2422.66699999999,40.3777833333331,success
randomGLM,1372.114,22.8685666666667,success
svmLinearWeights2,5.90700000000652,0.0984500000001087,success
rf,6.25600000002305,0.104266666667051,success
rFerns,7.12200000000303,0.11870000000005,success
rmda,7.16500000000815,0.119416666666802,success
rocc,3.54200000001583,0.0590333333335972,success
rotationForest,6.1710000000021,0.102850000000035,success
rotationForestCp,7.05799999998999,0.117633333333166,success
rpart,1.50200000000768,0.0250333333334614,success
rpart1SE,1.4769999999844,0.0246166666664067,success
rpart2,1.48500000001513,0.0247500000002522,success
rpartCost,2.61199999999371,0.0435333333332286,success
rpartScore,12.9280000000144,0.215466666666907,success
RRFglobal,12.7020000000193,0.211700000000322,success
RSimca,3.125,0.0520833333333333,success
sda,2.43599999998696,0.0405999999997827,success
sdwd,3.20000000001164,0.0533333333335274,success
slda,1.37299999999232,0.0228833333332053,success
treebag,2.32700000001932,0.0387833333336554,success
spls,9.01699999999255,0.150283333333209,success
vglmAdjCat,3.01900000000023,0.0503166666666705,success
vglmContRatio,5.7050000000163,0.095083333333605,success
vglmCumulative,4.2270000000135,0.0704500000002251,success
xyf,6.21099999998114,0.103516666666352,success
